post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Application,attribute_data:Application,attribute_default:Application,attribute:Applications,attribute_data:Applications,attribute_default:Applications,"attribute:Bowl Size","attribute_data:Bowl Size","attribute_default:Bowl Size",attribute:Brand,attribute_data:Brand,attribute_default:Brand,"attribute:Brand Name","attribute_data:Brand Name","attribute_default:Brand Name",attribute:Capacity,attribute_data:Capacity,attribute_default:Capacity,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Colors,attribute_data:Colors,attribute_default:Colors,attribute:Dimension,attribute_data:Dimension,attribute_default:Dimension,attribute:Finish,attribute_data:Finish,attribute_default:Finish,attribute:Group,attribute_data:Group,attribute_default:Group,"attribute:Half Bowl Dimensions","attribute_data:Half Bowl Dimensions","attribute_default:Half Bowl Dimensions","attribute:Inlet Connection Size","attribute_data:Inlet Connection Size","attribute_default:Inlet Connection Size","attribute:Installation Type","attribute_data:Installation Type","attribute_default:Installation Type","attribute:Key Feature","attribute_data:Key Feature","attribute_default:Key Feature",attribute:Material,attribute_data:Material,attribute_default:Material,"attribute:Package Content","attribute_data:Package Content","attribute_default:Package Content","attribute:Package Contents","attribute_data:Package Contents","attribute_default:Package Contents",attribute:Quantity,attribute_data:Quantity,attribute_default:Quantity,"attribute:Room Type","attribute_data:Room Type","attribute_default:Room Type","attribute:Salient Features","attribute_data:Salient Features","attribute_default:Salient Features","attribute:Seating Height","attribute_data:Seating Height","attribute_default:Seating Height","attribute:Shelf Life","attribute_data:Shelf Life","attribute_default:Shelf Life","attribute:Single Bowl Dimensions","attribute_data:Single Bowl Dimensions","attribute_default:Single Bowl Dimensions",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Suitable For","attribute_data:Suitable For","attribute_default:Suitable For","attribute:Surface Finish","attribute_data:Surface Finish","attribute_default:Surface Finish",attribute:Thichness,attribute_data:Thichness,attribute_default:Thichness,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,"attribute:Trap Size","attribute_data:Trap Size","attribute_default:Trap Size","attribute:Trap Type","attribute_data:Trap Type","attribute_default:Trap Type",attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Warranty,attribute_data:Warranty,attribute_default:Warranty,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material
"Euromix Single Lever Basin Mixer Extended Body - 27030",euromix-single-lever-basin-mixer-extended-body-27030,,7819,,,publish,,0,"2021-06-03 15:24:54",1,open,27030,,,no,no,1,4500,3825,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27030.jpg ! alt :  ! title : 27030.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-single-lever-basin-mixer-extended-body-27030/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Basin Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Sink Cock - 27522",euromix-sink-cock-27522,,7821,,,publish,,0,"2021-06-03 15:25:04",1,open,27522,,,no,no,3,1570,1335,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27522-27535.jpg ! alt :  ! title : 27522-27535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-sink-cock-27522/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Sink Cock Extended Spout - 27535",euromix-sink-cock-extended-spout-27535,,7823,,,publish,,0,"2021-06-03 15:25:14",1,open,27535,,,no,no,15,1700,1445,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27522-27535.jpg ! alt :  ! title : 27522-27535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-sink-cock-extended-spout-27535/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromix Wall Mixer with Bend (High Flow) - 27333",euromix-wall-mixer-with-bend-high-flow-27333,,7825,,,publish,,0,"2021-06-03 15:25:24",1,open,27333,,,no,no,7,3790,3222,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/27333.jpg ! alt :  ! title : 27333.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euromix-wall-mixer-with-bend-high-flow-27333/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Life Bib Cock with Aerator - 3043",long-life-bib-cock-with-aerator-3043,,7827,,,publish,,0,"2021-06-03 15:25:33",1,open,3043,,,no,no,60,725,616,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/3043.jpg ! alt :  ! title : 3043.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/long-life-bib-cock-with-aerator-3043/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Bib Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Life Sink Cock with Swinging Spout - 3522",long-life-sink-cock-with-swinging-spout-3522,,7829,,,publish,,0,"2021-06-03 15:25:42",1,open,3522,,,no,no,37,1570,1335,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/3522.jpg ! alt :  ! title : 3522.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/long-life-sink-cock-with-swinging-spout-3522/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Life Sink Cock Extended Spout - 3535",long-life-sink-cock-extended-spout-3535,,7831,,,publish,,0,"2021-06-03 15:25:53",1,open,3535,,,no,no,11,1750,1488,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/3535.jpg ! alt :  ! title : 3535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/long-life-sink-cock-extended-spout-3535/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Wall Mixer 3 in 1 System with Provision for both Telephone & Over Head Shower with Bend Pipe (High Flow) - 4445",forma-wall-mixer-3-in-1-system-with-provision-for-both-telephone-over-head-shower-with-bend-pipe-high-flow-4445,,7833,,,publish,,0,"2021-06-03 15:26:03",1,open,4445,,,no,no,3,5400,4590,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4445.jpg ! alt :  ! title : 4445.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-wall-mixer-3-in-1-system-with-provision-for-both-telephone-over-head-shower-with-bend-pipe-high-flow-4445/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Pillar Cock with Extra Long Spout - 4027",forma-pillar-cock-with-extra-long-spout-4027,,7835,,,publish,,0,"2021-06-03 15:26:13",1,open,4027,,,no,no,8,2200,1870,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4027.jpg ! alt :  ! title : 4027.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-pillar-cock-with-extra-long-spout-4027/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Single Lever Basin Mixer - 14015",forma-single-lever-basin-mixer-14015,,7837,,,publish,,0,"2021-06-03 15:26:22",1,open,14015,,,no,no,4,3500,2975,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/14015.jpg ! alt :  ! title : 14015.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-single-lever-basin-mixer-14015/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Basin Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Pillar Cock - 4011",forma-pillar-cock-4011,,7839,,,publish,,0,"2021-06-03 15:26:32",1,open,4011,,,no,no,69,1250,1063,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4011.jpg ! alt :  ! title : 4011.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-pillar-cock-4011/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Angular Stop Cock with Long Thread & Flange - 4103",forma-angular-stop-cock-with-long-thread-flange-4103,,7841,,,publish,,0,"2021-06-03 15:26:42",1,open,4103,,,no,no,29,1000,850,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4103.jpg ! alt :  ! title : 4103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-angular-stop-cock-with-long-thread-flange-4103/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Forma Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 14049K",forma-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-14049k,,7843,,,publish,,0,"2021-06-03 15:26:53",1,open,14049k,,,no,no,44,1600,1360,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/14049K.jpg ! alt :  ! title : 14049K.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-14049k/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Diverter Body (High Flow)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Wall Mixer with Provision for Overhead Shower with 115mm Long Bend Pipe & Wall Flange (High Flow) - 4333",forma-wall-mixer-with-provision-for-overhead-shower-with-115mm-long-bend-pipe-wall-flange-high-flow-4333,,7845,,,publish,,0,"2021-06-03 15:27:03",1,open,4333,,,no,no,10,5400,4590,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4333.jpg ! alt :  ! title : 4333.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-wall-mixer-with-provision-for-overhead-shower-with-115mm-long-bend-pipe-wall-flange-high-flow-4333/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Swan Neck Extended Spout -4798",forma-swan-neck-extended-spout-4798,,7847,,,publish,,0,"2021-06-03 15:27:12",1,open,4798,,,no,no,11,1950,1658,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4798.jpg ! alt :  ! title : 4798.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-swan-neck-extended-spout-4798/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Swan Neck with Extended Elbow Spout - 4801",forma-swan-neck-with-extended-elbow-spout-4801,,7849,,,publish,,0,"2021-06-03 15:27:23",1,open,4801,,,no,no,10,2200,1870,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4801.jpg ! alt :  ! title : 4801.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-swan-neck-with-extended-elbow-spout-4801/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Swan Neck with Revolving Spout (Table Mounted) - 4793",forma-swan-neck-with-revolving-spout-table-mounted-4793,,7851,,,publish,,0,"2021-06-03 15:27:34",1,open,4793,,,no,no,18,1750,1488,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4793.jpg ! alt :  ! title : 4793.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-swan-neck-with-revolving-spout-table-mounted-4793/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forma Sink Cock Extended Spout - 4535",forma-sink-cock-extended-spout-4535,,7853,,,publish,,0,"2021-06-03 15:27:43",1,open,4535,,,no,no,37,1850,1573,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/4535.jpg ! alt :  ! title : 4535.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/forma-sink-cock-extended-spout-4535/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liva Pillar Cock with Extra Long Spout - 5027",liva-pillar-cock-with-extra-long-spout-5027,,7855,,,publish,,0,"2021-06-03 15:27:54",1,open,5027,,,no,no,2,2040,1734,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5027.jpg ! alt :  ! title : 5027.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/liva-pillar-cock-with-extra-long-spout-5027/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liva Liva Pillar Cock with Aerator - 5011",liva-liva-pillar-cock-with-aerator-5011,,7857,,,publish,,0,"2021-06-03 15:28:04",1,open,5011,,,no,no,18,975,829,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5011.jpg ! alt :  ! title : 5011.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/liva-liva-pillar-cock-with-aerator-5011/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Pillar Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liva Angular Stop Cock with Long Thread - 5103",liva-angular-stop-cock-with-long-thread-5103,,7859,,,publish,,0,"2021-06-03 15:28:14",1,open,5103,,,no,no,33,685,582,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5103.jpg ! alt :  ! title : 5103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/liva-angular-stop-cock-with-long-thread-5103/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Liva Long Body Bib Cock with Aerator - 5058",liva-long-body-bib-cock-with-aerator-5058,,7861,,,publish,,0,"2021-06-03 15:28:24",1,open,5058,,,no,no,25,975,829,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5058.jpg ! alt :  ! title : 5058.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/liva-long-body-bib-cock-with-aerator-5058/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Bib Cock (Long Body)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liva Bib Cock with Aerator - 5043",liva-bib-cock-with-aerator-5043,,7863,,,publish,,0,"2021-06-03 15:28:33",1,open,5043,,,no,no,35,725,616,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5043.jpg ! alt :  ! title : 5043.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/liva-bib-cock-with-aerator-5043/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Bib Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concealed Stop Cock with Adjustable Flange 20mm - 5152",concealed-stop-cock-with-adjustable-flange-20mm-5152,,7865,,,publish,,0,"2021-06-03 15:28:42",1,open,5152,,,no,no,22,1190,1012,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/5152.jpg ! alt :  ! title : 5152.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/concealed-stop-cock-with-adjustable-flange-20mm-5152/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Concealed Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opal Swan Neck - 26793",opal-swan-neck-26793,,7867,,,publish,,0,"2021-06-03 15:28:53",1,open,26793,,,no,no,17,1350,1148,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/26793.jpg ! alt :  ! title : 26793.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/opal-swan-neck-26793/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azzaro Wall Mixer with Telephonic Shower Crutch (High Flow) - 18318",azzaro-wall-mixer-with-telephonic-shower-crutch-high-flow-18318,,7869,,,publish,,0,"2021-06-03 15:29:03",1,open,18318,,,no,no,1,4600,3910,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/18318-18333.jpg ! alt :  ! title : 18318-18333.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/azzaro-wall-mixer-with-telephonic-shower-crutch-high-flow-18318/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azzaro Exposed Kit for Single Lever Diverter Body High Flow (Suitable for ALD 049) - 18049K",azzaro-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-18049k,,7871,,,publish,,0,"2021-06-03 15:29:14",1,open,18049K,,,no,no,3,6000,5100,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/18049K.jpg ! alt :  ! title : 18049K.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/azzaro-exposed-kit-for-single-lever-diverter-body-high-flow-suitable-for-ald-049-18049k/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Diverter Body (High Flow)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azzaro Angular Stop Cock - 18103",azzaro-angular-stop-cock-18103,,7873,,,publish,,0,"2021-06-03 15:29:23",1,open,18103,,,no,no,3,1260,1071,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/18103.jpg ! alt :  ! title : 18103.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/azzaro-angular-stop-cock-18103/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Elvis,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"One Stop Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Azzaro Bib Cock - 18043",azzaro-bib-cock-18043,,7875,,,publish,,0,"2021-06-03 15:29:34",1,open,18043,,,no,no,7,1365,1160,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/18043.jpg ! alt :  ! title : 18043.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/azzaro-bib-cock-18043/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Elvis,4|1|0,,,,,,,,,,,,,,Chrome,0|1|0,,,,,,,,,,,,,,"Anti Corrosive and Easy to Clean..",3|1|0,,Brass,1|1|0,,"One Bib Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
